index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	वेगान्		वेगान्	वेग{पुं;2;बहु}	वेग{पुं;2;बहु}	कर्म,3.1	कर्म,4.1#कर्म,3.1	N2	वेग	वेग
2.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	NA	नहीं	नहीं
3.1	धारयेत्		धारयेत्	धृ2{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	धृ2{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}		-	KP		
4.1	वात-		वात-विट्-मूत्र-क्षव-तृट्-क्षुधाम्	वात(वा1;क्त;अदादिः)	वात(वा1;क्त;अदादिः)	इतरेतर-द्वन्द्वः,4.6	इतरेतर-द्वन्द्वः,4.6	CP		
4.2	विट्-		--	विश्	विश्	इतरेतर-द्वन्द्वः,4.6	इतरेतर-द्वन्द्वः,4.6	CP	विट्-	विट्-
4.3	मूत्र-		--	मूत्र	मूत्र	इतरेतर-द्वन्द्वः,4.6	इतरेतर-द्वन्द्वः,4.6	CP	मूत्र-	मूत्र-
4.4	क्षव-		--	क्षव	क्षव	इतरेतर-द्वन्द्वः,4.6	इतरेतर-द्वन्द्वः,4.6	CP	क्षव-	क्षव-
4.5	तृट्-		--	-तृट्	-तृट्	इतरेतर-द्वन्द्वः,4.6	इतरेतर-द्वन्द्वः,4.6	CP	तृट्-	तृट्-
4.6	क्षुधाम्		--	क्षुध्{स्त्री;6;बहु}/क्षुधा{स्त्री;2;एक}	क्षुध्{स्त्री;6;बहु}	समुच्चितः,5.8	कर्म,3.1#सुप्_समुच्चितः,5.8#षष्ठीसम्बन्धः,5.8#षष्ठीसम्बन्धः,1.1	N6	क्षुधा	क्षुधा
5.1	निद्रा-		निद्रा-कास-श्रम-श्वास-जृम्भ-अश्रु-छर्दि-रेतसाम्	निद्रा	निद्रा	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	निद्रा-	निद्रा-
5.2	कास-		--	कास	कास	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	कास-	कास-
5.3	श्रम-		--	श्रम	श्रम	तृतीया-तत्पुरुषः,5.4	तृतीया-तत्पुरुषः,5.4	CP	श्रम-	श्रम-
5.4	श्वास-		--	श्वास	श्वास	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	श्वास-	श्वास-
5.5	जृम्भ-		--	जृम्भ	जृम्भ	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	जृम्भ-	जृम्भ-
5.6	अश्रु-		--	अश्रु	अश्रु	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	अश्रु-	अश्रु-
5.7	छर्दि-		--	छर्दि	छर्दि	इतरेतर-द्वन्द्वः,5.8	इतरेतर-द्वन्द्वः,5.8	CP	छर्दि-	छर्दि-
5.8	रेतसाम्		--	रेतस्{नपुं;6;बहु}/रेतस्{पुं;6;बहु}	रेतस्{नपुं;6;बहु}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,4.6#षष्ठीसम्बन्धः,1.1	N6	वीर्यों_का	वीर्यों_का
6.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.8	सुप्_समुच्चय_द्योतकः,5.8#सम्बन्धः,5.8	NA	और	और
7.1	.		.	-	-	-	-	FS	-	-
