index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तृट्-		तृट्-शूल-आर्तं	तृट्	तृट्	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	तृट्-	तृट्-
1.2	शूल-		--	शूल	शूल	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP	शूल-	शूल-
1.3	आर्तम्		--	आर्त{पुं;2;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}/आर्त{नपुं;1;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}/आर्त{नपुं;2;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}	आर्त{पुं;2;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}	विशेषणम्,5.2	विशेषणम्,4.2#विशेषणम्,3.1#कर्म,3.1#कर्म,2.1#कर्ता,2.1#विशेषणम्,5.2	N2	पीडित_को	पीडित_को
2.1	त्यजेत्		त्यजेत्	त्यज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	त्यज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक	-	KP	छोडे	छोडे
3.1	क्षीणम्		क्षीणम्	क्षीण{पुं;2;एक(क्षि1;क्त;भ्वादिः)}/क्षीण{नपुं;1;एक(क्षि1;क्त;भ्वादिः)}/क्षीण{नपुं;2;एक(क्षि1;क्त;भ्वादिः)}/क्षीण{पुं;2;एक(क्षी1;क्त;क्र्यादिः)}/क्षीण{नपुं;1;एक(क्षी1;क्त;क्र्यादिः)}/क्षीण{नपुं;2;एक(क्षी1;क्त;क्र्यादिः)}	क्षीण{पुं;2;एक(क्षि1;क्त;भ्वादिः)}	विशेषणम्,5.2	विशेषणम्,4.2#विशेषणम्,1.3#कर्म,2.1#कर्ता,2.1#विशेषणम्,5.2	N2	क्षीण	क्षीण
4.1	विट्-		विट्-वमम्	विश्	विश्	उपपद-तत्पुरुषः,4.2	उपपद-तत्पुरुषः,4.2	CP	विट्-	विट्-
4.2	वमम्		--	वम{पुं;2;एक}/वम{नपुं;1;एक}/वम{नपुं;2;एक}	वम{पुं;2;एक}	विशेषणम्,5.2	विशेषणम्,3.1#विशेषणम्,1.3#कर्म,3.1#कर्म,2.1#कर्ता,2.1#विशेषणम्,5.2	N2	कै	कै
5.1	वेग-		वेग-रोधिनम्	वेग	वेग	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	वेग-	वेग-
5.2	रोधिनम्		--	रोधिन्{पुं;2;एक}	रोधिन्{पुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	-	-
6.1	.		.	-	-	-	-	FS	-	-
