index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शिरः-		शिरः-अर्ति-इन्द्रिय-दौर्बल्य-मन्या-स्तम्भ-अर्दितम्	शिरस्	शिरस्	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	शिरः-	शिरः-
1.2	अर्ति-		--	अर्ति	अर्ति	समाहार-द्वन्द्वः,1.7	समाहार-द्वन्द्वः,1.7	CP	अर्ति-	अर्ति-
1.3	इन्द्रिय-		--	इन्द्रिय	इन्द्रिय	षष्ठी-तत्पुरुषः,1.4	षष्ठी-तत्पुरुषः,1.4	CP	इन्द्रिय-	इन्द्रिय-
1.4	दौर्बल्य-		--	दौर्बल्य	दौर्बल्य	समाहार-द्वन्द्वः,1.7	समाहार-द्वन्द्वः,1.7	CP	दौर्बल्य-	दौर्बल्य-
1.5	मन्या-		--	-मन्या	-मन्या	षष्ठी-तत्पुरुषः,1.6	षष्ठी-तत्पुरुषः,1.6	CP	मन्या-	मन्या-
1.6	स्तम्भ-		--	स्तम्भ(सम्_ष्तभ्1;घञ्;भ्वादिः)	स्तम्भ(सम्_ष्तभ्1;घञ्;भ्वादिः)	समाहार-द्वन्द्वः,1.7	समाहार-द्वन्द्वः,1.7	CP		
1.7	अर्दितम्		--	अर्दित{नपुं;1;एक}	अर्दित{नपुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	-	-
2.1	क्षुतेः		क्षुतेः	क्षुति{स्त्री;5;एक}/क्षुति{स्त्री;6;एक}	क्षुति{स्त्री;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.6#हेतुः5,4.1#हेतुः5,1.6#अपादानम्,4.1	N6	क्षुति_का	क्षुति_का
3.1	रोधात्		रोधात्	रोध{पुं;5;एक}	रोध{पुं;5;एक}	हेतुः,4.1	हेतुः5,4.1#हेतुः5,1.6#अपादानम्,4.1	N5	रोकने_से	रोकने_से
4.1	(जायते)		जायते	जन्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}		-	KP	उत्पन्न_हुआ_जाता_है	उत्पन्न_हुआ_जाता_है
5.1	.		.	-	-	-	-	FS	-	-
