index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शुक्रात्		शुक्रात्	शुक्र{नपुं;5;एक}	शुक्र{नपुं;5;एक}	हेतुः,7.1	हेतुः5,7.1#हेतुः5,2.2#अपादानम्,7.1#अपादानम्,2.2	N5	शुक्र_से	शुक्र_से
2.1	तत्-		तत्-स्रवणम्	तत्	तत्	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	तत्-	तत्-
2.2	स्रवणम्		--	स्रवण{नपुं;1;एक(स्रु1;ल्युट्;भ्वादिः)}/स्रवण{नपुं;2;एक(स्रु1;ल्युट्;भ्वादिः)}/स्रवण{पुं;2;एक}	स्रवण{नपुं;1;एक(स्रु1;ल्युट्;भ्वादिः)}	समुच्चितः,4.9	सुप्_समुच्चितः,4.9	N1		
3.1	गुह्य-		गुह्य-वेदना-श्वयथु-ज्वराः	गुह्य	गुह्य	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	गुह्य-	गुह्य-
3.2	वेदना-		--	वेदना	वेदना	इतरेतर-द्वन्द्वः,3.4	इतरेतर-द्वन्द्वः,3.4	CP	वेदना-	वेदना-
3.3	श्वयथु-		--	-श्वयथु	-श्वयथु	इतरेतर-द्वन्द्वः,3.4	इतरेतर-द्वन्द्वः,3.4	CP	श्वयथु-	श्वयथु-
3.4	ज्वराः		--	ज्वर{पुं;1;बहु}/ज्वर{पुं;8;बहु}/ज्वरा{स्त्री;8;बहु}/ज्वरा{स्त्री;1;बहु}/ज्वरा{स्त्री;2;बहु}	ज्वर{पुं;1;बहु}	समुच्चितः,4.9	कर्म,2.2#कर्ता,7.1#सुप्_समुच्चितः,4.9	N1	ज्वरों_को	ज्वरों_को
4.1	हृत्-		हृत्-व्यथा-मूत्र-सङ्गा-अङ्ग-भङ्ग-वृद्धिः-अश्म-षण्ढताः	हृत्	हृत्	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	हृत्-	हृत्-
4.2	व्यथा-		--	व्यथा	व्यथा	इतरेतर-द्वन्द्वः,4.8	इतरेतर-द्वन्द्वः,4.8	CP	व्यथा-	व्यथा-
4.3	मूत्र-		--	मूत्र	मूत्र	षष्ठी-तत्पुरुषः,4.4	षष्ठी-तत्पुरुषः,4.4	CP	मूत्र-	मूत्र-
4.4	सङ्गा-		--	-सङ्गा	-सङ्गा	इतरेतर-द्वन्द्वः,4.8	इतरेतर-द्वन्द्वः,4.8	CP	सङ्गा-	सङ्गा-
4.5	अङ्ग-			-अङ्ग	-अङ्ग	षष्ठी-तत्पुरुषः,4.6	षष्ठी-तत्पुरुषः,4.6	CP	अङ्ग-	अङ्ग-
4.60000000000001	भङ्ग-		--	-भङ्ग	-भङ्ग	इतरेतर-द्वन्द्वः,4.8	इतरेतर-द्वन्द्वः,4.8	CP	भङ्ग-	भङ्ग-
4.70000000000001	वृद्धिः-		--	-वृद्धिः	-वृद्धिः	इतरेतर-द्वन्द्वः,4.8	इतरेतर-द्वन्द्वः,4.8	CP	वृद्धिः-	वृद्धिः-
4.80000000000001	अश्म-		--	अश्मन्	अश्मन्	इतरेतर-द्वन्द्वः,4.8	इतरेतर-द्वन्द्वः,4.8	CP	अश्म-	अश्म-
4.90000000000001	षण्ढताः		--	षण्ढ{तल्;स्त्री;1;बहु}/षण्ढ{तल्;स्त्री;2;बहु}	षण्ढ{तल्;स्त्री;1;बहु}	कर्ता,7.1	विशेषणम्,3.4#कर्म,2.2#कर्ता,7.1	N1	षण्ढ	षण्ढ
5.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.9	सुप्_समुच्चय_द्योतकः,4.9	NA	और	और
6.1	(विधारितात्)		विधारितात्	विधारित{पुं;5;एक}	विधारित{पुं;5;एक}	विशेषणम्,1.1	हेतुः5,7.1#हेतुः5,2.2#अपादानम्,7.1#अपादानम्,2.2#विशेषणम्,1.1	N5	विधारित_से	विधारित_से
7.1	(जायन्ते)		जायन्ते	जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,4.9;सकर्मक	-	KP	उत्पन्न_करते_हैं	उत्पन्न_करते_हैं
8.1	.		.	-	-	-	-	FS	-	-
