index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अङ्ग-		अङ्ग-भङ्ग-अ-रुचि-ग्लानि-कार्श्य-शूल-भ्रमाः	अङ्ग	अङ्ग	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	अङ्ग-	अङ्ग-
1.2	भङ्ग-		--	भङ्ग	भङ्ग	इतरेतर-द्वन्द्वः,1.8	इतरेतर-द्वन्द्वः,1.8	CP	भङ्ग-	भङ्ग-
1.3	अ-		--	-अ	-अ	नञ्-तत्पुरुषः,1.4	नञ्-तत्पुरुषः,1.4	CP	अ-	अ-
1.4	रुचि-		--	रुचि	रुचि	इतरेतर-द्वन्द्वः,1.8	इतरेतर-द्वन्द्वः,1.8	CP	रुचि-	रुचि-
1.5	ग्लानि-		--	ग्लानि	ग्लानि	इतरेतर-द्वन्द्वः,1.8	इतरेतर-द्वन्द्वः,1.8	CP	ग्लानि-	ग्लानि-
1.6	कार्श्य-		--	कार्श्य	कार्श्य	इतरेतर-द्वन्द्वः,1.8	इतरेतर-द्वन्द्वः,1.8	CP	कार्श्य-	कार्श्य-
1.7	शूल-		--	-शूल	-शूल	इतरेतर-द्वन्द्वः,1.8	इतरेतर-द्वन्द्वः,1.8	CP	शूल-	शूल-
1.8	भ्रमाः		--	भ्रम{पुं;8;बहु}/भ्रम{पुं;1;बहु(भ्रम्1;घञ्;भ्वादिः)}/भ्रम{पुं;1;बहु(भ्रम्2;घञ्;दिवादिः)}/भ्रमा{स्त्री;8;बहु}/भ्रमा{स्त्री;1;बहु}/भ्रमा{स्त्री;2;बहु}	भ्रम{पुं;1;बहु(भ्रम्1;घञ्;भ्वादिः)}	कर्ता,4.1	विशेषणम्,2.1#सुप्_समुच्चितः,10.1#कर्म,8.1#कर्ता,4.1#कर्म,6.1	N1	घूमने	घूमने
2.1	क्षुधः		क्षुधः	क्षुध्{स्त्री;1;बहु}/क्षुध्{स्त्री;2;बहु}/क्षुध्{स्त्री;5;एक}/क्षुध्{स्त्री;6;एक}/क्षुध्{स्त्री;8;बहु}	क्षुध्{स्त्री;6;एक}	षष्ठीसम्बन्धः,3.1	कर्ता,6.1#कर्म,6.1#कर्म,1.8#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,3.1#हेतुः5,8.1#हेतुः5,6.1#हेतुः5,4.1#हेतुः5,1.8#अपादानम्,4.1#अपादानम्,1.8#सुप्_समुच्चितः,10.1#कर्म,8.1#कर्ता,4.1	N6	क्षुध्_के	क्षुध्_के
3.1	(निग्रहात्)		निग्रहात्	निग्रह{पुं;5;एक}	निग्रह{पुं;5;एक}	हेतुः,4.1	हेतुः5,8.1#हेतुः5,6.1#हेतुः5,4.1#हेतुः5,1.8#अपादानम्,4.1#अपादानम्,1.8	N5	निग्रह_से	निग्रह_से
4.1	(जायन्ते)		जायन्ते	जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,1.8;सकर्मक	-	KP	उत्पन्न_करते_हैं	उत्पन्न_करते_हैं
5.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,6.1	देशाधिकरणम्,8.1#देशाधिकरणम्,4.1#देशाधिकरणम्,6.1	NA	वहाँ	वहाँ
6.1	योज्यम्		योज्यं	योज्य{पुं;2;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{नपुं;1;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{नपुं;2;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{पुं;2;एक(युज्2;ण्यत्;रुधादिः)}/योज्य{नपुं;1;एक(युज्2;ण्यत्;रुधादिः)}/योज्य{नपुं;2;एक(युज्2;ण्यत्;रुधादिः)}	योज्य{नपुं;1;एक(युज्1;ण्यत्;दिवादिः)}		विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#सुप्_समुच्चितः,10.1#कर्म,8.1#विशेषणम्,10.1	N1		
7.1	लघु		लघु	लघु{नपुं;1;एक}/लघु{नपुं;2;एक}/लघु{नपुं;8;एक}	लघु{नपुं;1;एक}	समुच्चितः,10.1	विशेषणम्,12.1#विशेषणम्,10.1#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,6.1#सुप्_समुच्चितः,10.1#कर्म,8.1#कर्म,6.1	N1	लघु	लघु
8.1	स्निग्धम्		स्निग्धम्	स्निग्ध{पुं;2;एक}/स्निग्ध{पुं;2;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;1;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;2;एक(ष्निह्1;क्त;दिवादिः)}	स्निग्ध{नपुं;1;एक(ष्निह्1;क्त;दिवादिः)}	समुच्चितः,10.1	विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,6.1#सुप्_समुच्चितः,10.1#विशेषणम्,10.1#कर्म,6.1	N1	स्नेही	स्नेही
