index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अन्न-		अन्न-पानम्	अन्न	अन्न	समाहार-द्वन्द्वः,1.2	समाहार-द्वन्द्वः,1.2	CP	अन्न-	अन्न-
1.2	पानम्		--	पान{नपुं;1;एक(पा1;ल्युट्;भ्वादिः)}/पान{नपुं;2;एक(पा1;ल्युट्;भ्वादिः)}/पान{नपुं;1;एक(पा2;ल्युट्;अदादिः)}/पान{नपुं;2;एक(पा2;ल्युट्;अदादिः)}/पान{पुं;2;एक}	पान{नपुं;1;एक(पा1;ल्युट्;भ्वादिः)}	विधेय_विशेषणम्,6.1	विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,7.1#विधेय_विशेषणम्,6.1	N1	पान	पान
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,7.1	सुप्_समुच्चय_द्योतकः,1.2#सम्बन्धः,1.2#सम्बन्धः,7.1	NA	और	और
3.1	विट्-		विट्-भेदि	विश्	विश्	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	विट्-	विट्-
3.2	भेदि		--	भेदिन्{नपुं;1;एक}/भेदिन्{नपुं;2;एक}	भेदिन्{नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,6.1#विशेषणम्,1.2#सुप्_समुच्चितः,1.2#कर्म,1.2#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,7.1	N1	भेदिन्	भेदिन्
4.1	विट्-		विट्-रोध-उत्थेषु	विश्	विश्	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	विट्-	विट्-
4.2	रोध-		--	रोध	रोध	पञ्चमी-तत्पुरुषः,4.3	पञ्चमी-तत्पुरुषः,4.3	CP	रोध-	रोध-
4.3	उत्थेषु		--	उत्थ{पुं;7;बहु}/उत्थ{नपुं;7;बहु}	उत्थ{पुं;7;बहु}	विशेषणम्,5.1	अधिकरणम्,7.1#अधिकरणम्,1.2#विशेषणम्,5.1	N7	से_पैदा_या_उत्पन्न	से_पैदा_या_उत्पन्न
5.1	यक्ष्मसु		यक्ष्मसु	यक्ष्मन्{पुं;7;बहु}	यक्ष्मन्{पुं;7;बहु}	अधिकरणम्,7.1	अधिकरणम्,7.1#अधिकरणम्,1.2	N7	रोगमार्गों_में	रोगमार्गों_में
6.1	(औषधम्)		औषधम्	औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक}	औषध{नपुं;1;एक}	कर्ता,7.1	सुप्_समुच्चितः,1.2#कर्म,1.2#कर्ता_बे_वेर्ब्स्,7.1	N1	औषधि	औषधि
7.1	(भवति)		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.2	-	KP	होता_है	होता_है
8.1	.		.	-	-	-	-	FS	-	-
