index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अङ्ग-		अङ्ग-भङ्ग-अश्मरी-बस्ति-मेढ्र-वङ्क्षण-वेदनाः	अङ्ग	अङ्ग	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	अङ्ग-	अङ्ग-
1.2	भङ्ग-		--	भङ्ग	भङ्ग	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	भङ्ग-	भङ्ग-
1.3	अश्मरी-		--	अश्मरी	अश्मरी	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	अश्मरी-	अश्मरी-
1.4	बस्ति-		--	-बस्ति	-बस्ति	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	बस्ति-	बस्ति-
1.5	मेढ्र-		--	मेढ्र	मेढ्र	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	मेढ्र-	मेढ्र-
1.6	वङ्क्षण-		--	-वङ्क्षण	-वङ्क्षण	षष्ठी-तत्पुरुषः,1.7	षष्ठी-तत्पुरुषः,1.7	CP	वङ्क्षण-	वङ्क्षण-
1.7	वेदनाः		--	वेदना{स्त्री;1;बहु}/वेदना{स्त्री;2;बहु}/वेदना{स्त्री;8;बहु}/वेदन{पुं;8;बहु}/वेदन{पुं;1;बहु}	वेदना{स्त्री;1;बहु}	कर्ता,4.1	विशेषणम्,8.1#विशेषणम्,5.1#सुप्_समुच्चितः,5.1#कर्ता,4.1	N1	दुःखें	दुःखें
2.1	मूत्रस्य		मूत्रस्य	मूत्र{नपुं;6;एक}	मूत्र{नपुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.7	N6	मूत्र_की	मूत्र_की
3.1	रोधात्		रोधात्	रोध{पुं;5;एक}	रोध{पुं;5;एक}	हेतुः,4.1	तुलना_बिन्दुः,5.1#हेतुः5,9.1#हेतुः5,4.1#अपादानम्,9.1#अपादानम्,4.1	N5	रोकने_से	रोकने_से
4.1	(जायन्ते)		जायन्ते	जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,1.7	-	KP	उत्पन्न_होतीं_हैं	उत्पन्न_होतीं_हैं
5.1	पूर्वे		पूर्वे	पूर्व{सर्वनाम;पुं;1;बहु}/पूर्व{सर्वनाम;नपुं;1;द्वि}/पूर्व{सर्वनाम;नपुं;2;द्वि}/पूर्वा{सर्वनाम;स्त्री;1;द्वि}/पूर्वा{सर्वनाम;स्त्री;2;द्वि}/पूर्व{पुं;7;एक}/पूर्व{सर्वनाम;पुं;7;एक}/पूर्व{सर्वनाम;नपुं;7;एक}	पूर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,8.1	कालाधिकरणम्,9.1#कालाधिकरणम्,4.1#कर्ता,9.1#कर्ता,4.1#विशेषणम्,8.1#विशेषणम्,1.7	N1	पूर्व	पूर्व
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	सुप्_समुच्चय_द्योतकः,5.1#समुच्चय_द्योतकः,4.1#सम्बन्धः,5.1#समुच्चय_द्योतकः,9.1	NA	और	और
7.1	प्रायः		प्रायः	प्रायः{अव्य}	प्रायः{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1#क्रियाविशेषणम्,4.1	NA	प्राय	प्राय
8.1	रोगाः		रोगाः	रोग{पुं;1;बहु}/रोग{पुं;8;बहु}	रोग{पुं;1;बहु}	कर्ता,9.1	कर्ता,9.1#कर्ता,4.1	N1	रोग	रोग
9.1	(जायन्ते)		जायन्ते	जन्2{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;दिवादिः}	समुच्चितः,4.1	समुच्चितः,4.1	KP	उत्पन्न_होते_हैं	उत्पन्न_होते_हैं
10.1	.		.	-	-	-	-	FS	-	-
