index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स-		स-क्षार-लवणम्	स	स	अव्ययीभावः,1.3	अव्ययीभावः,1.3	CP	स-	स-
1.2	क्षार-		--	क्षार	क्षार	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	क्षार-	क्षार-
1.3	लवणम्		--	लवण{पुं;2;एक}/लवण{नपुं;1;एक}/लवण{नपुं;2;एक}	लवण{नपुं;1;एक}	समुच्चितः,2.1	विशेषणम्,3.2#विशेषणम्,2.1#सुप्_समुच्चितः,3.2#कर्म,5.1#सुप्_समुच्चितः,2.1	N1	नमक	नमक
2.1	तैलम्		तैलम्	तैल{नपुं;1;एक}/तैल{नपुं;2;एक}	तैल{नपुं;1;एक}	कर्म,5.1	सुप्_समुच्चितः,3.2#कर्म,5.1	N1	तेल	तेल
3.1	अभ्यङ्ग-		अभ्यङ्ग-अर्थम्	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	समासः,3.2	समासः,3.2	CP		
3.2	अर्थम्		--	अर्थ{पुं;2;एक}/अर्थ{नपुं;1;एक}/अर्थ{नपुं;2;एक}	अर्थ{नपुं;1;एक}	प्रयोजनम्,5.1	प्रयोजनम्1,5.1	N1	अर्थ	अर्थ
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	सुप्_समुच्चय_द्योतकः,3.2#सम्बन्धः,3.2#सुप्_समुच्चय_द्योतकः,2.1	NA	और	और
5.1	शस्यते		शस्यते	शस्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शन्स्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	शस्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}		-	KP	हिंसा_की_जाती_है	हिंसा_की_जाती_है
6.1	.		.	-	-	-	-	FS	-	-
