index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	मूत्र-		मूत्र-जेषु	मूत्र	मूत्र	उपपद-तत्पुरुषः,1.2	उपपद-तत्पुरुषः,1.2	CP	मूत्र-	मूत्र-
1.2	जेषु		--	ज{पुं;7;बहु}/ज{नपुं;7;बहु}	ज{पुं;7;बहु}	विषयाधिकरणम्,6.1	सुप्_समुच्चितः,3.1#अधिकरणम्,13.1#अधिकरणम्,6.1#अधिकरणम्,3.1#विषयाधिकरणम्,6.1	N7	उत्पन्न_में	उत्पन्न_में
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.2	सम्बन्धः,1.2	NA	तो	तो
3.1	पाने		पाने	पान{नपुं;7;एक(पा1;ल्युट्;भ्वादिः)}/पान{नपुं;7;एक(पा2;ल्युट्;अदादिः)}	पान{नपुं;7;एक(पा1;ल्युट्;भ्वादिः)}	अधिकरणम्,6.1	अधिकरणम्,13.1#अधिकरणम्,6.1	N7	पान_में	पान_में
4.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,3.1	सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1	NA	च1	च1
5.1	प्राक्-		प्राक्-भक्तम्	प्राश्	प्राश्	समासः,5.2	समासः,5.2	CP	प्राक्-	प्राक्-
5.2	भक्तम्		--	भक्त{पुं;2;एक}/भक्त{नपुं;1;एक}/भक्त{नपुं;2;एक}	भक्त{नपुं;1;एक}	घटकः,12.2	विशेषणम्,16.1#विशेषणम्,14.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,8.2#विशेषणम्,7.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,8.2#कर्म,3.1#कर्म,6.1#घटकः,12.2	N1	भक्त	भक्त
6.1	शस्यते		शस्यते	शस्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}/शन्स्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	शस्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्म,7.1;सकर्मक	-	KP	हिंसा_की_जाती_है	हिंसा_की_जाती_है
7.1	घृतम्		घृतम्	घृत{नपुं;1;एक}/घृत{नपुं;2;एक}/घृत{पुं;2;एक}	घृत{नपुं;1;एक}	कर्म,6.1	सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,8.2#कर्म,3.1#कर्म,6.1	N1	घी_की	घी_की
8.1	जीर्ण-		जीर्ण-आन्तिकं	जीर्ण	जीर्ण	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	जीर्ण-	जीर्ण-
8.2	आन्तिकम्		--	आन्तिक{पुं;2;एक}/आन्तिक{नपुं;1;एक}/आन्तिक{नपुं;2;एक}	आन्तिक{नपुं;1;एक}	घटकः,12.2	विशेषणम्,16.1#विशेषणम्,14.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,7.1#विशेषणम्,5.2#सुप्_समुच्चितः,14.1#कर्म,3.1#कर्म,6.1#घटकः,12.2	N1	आन्तिक	आन्तिक
9.1	च		च	च{अव्य}	च{अव्य}	घटक_द्योतकः,8.2	सुप्_समुच्चय_द्योतकः,8.2#सम्बन्धः,8.2#घटक_द्योतकः,8.2	NA	च1	च1
10.1	उत्तमया		उत्तमया	उत्तमा{स्त्री;3;एक}	उत्तमा{स्त्री;3;एक}	विशेषणम्,11.1	तीव्रतादर्शी,11.1#विशेषणम्,11.1#कर्ता,6.1#करणम्,3.1#हेतुः,13.1#हेतुः,6.1#हेतुः,3.1	N3	अच्छी_से	अच्छी_से
11.1	मात्रया		मात्रया	मात्रा{स्त्री;3;एक}	मात्रा{स्त्री;3;एक}	करणम्,3.1	कर्ता,6.1#करणम्,3.1#हेतुः,13.1#हेतुः,6.1#हेतुः,3.1	N3	मात्रा_के_द्वारा	मात्रा
12.1	योजना-		योजना-द्वयम्	योजना	योजना	षष्ठी-तत्पुरुषः,12.2	षष्ठी-तत्पुरुषः,12.2	CP	योजना-	योजना-
12.2	द्वयम्		--	द्वय{नपुं;1;एक}/द्वय{नपुं;2;एक}/द्वय{पुं;2;एक}	द्वय{नपुं;1;एक}	विशेषणम्,7.1	विशेषणम्,16.1#विशेषणम्,13.1#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,5.2#सुप्_समुच्चितः,14.1#विशेषणम्,14.1#कर्म,6.1	N1	दोहरा	दोहरा
13.1	अवपीडकम्		अवपीडकम्	अवपीडक{पुं;2;एक(अव_पीड्1;ण्वुल्;चुरादिः)}/अवपीडक{नपुं;1;एक(अव_पीड्1;ण्वुल्;चुरादिः)}/अवपीडक{नपुं;2;एक(अव_पीड्1;ण्वुल्;चुरादिः)}	अवपीडक{नपुं;1;एक(अव_पीड्1;ण्वुल्;चुरादिः)}	सञ्ज्ञा,14.1	विशेषणम्,16.1#विशेषणम्,14.1#विशेषणम्,12.2#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,5.2#सुप्_समुच्चितः,14.1#कर्म,6.1#सञ्ज्ञा,14.1	N1		
14.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;1;एक}	कर्ता,17.1	विशेषणम्,16.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,5.2#कर्ता,17.1	N1	यह	यह
15.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,14.1	सुप्_समुच्चय_द्योतकः,14.1#सम्बन्धः,14.1	NA	च2	च2
16.1	संज्ञितम्		संज्ञितं	सञ्ज्ञित{पुं;2;एक}/सञ्ज्ञित{नपुं;1;एक}/सञ्ज्ञित{नपुं;2;एक}	सञ्ज्ञित{नपुं;1;एक}	सञ्ज्ञा_द्योतकः,13.1	सञ्ज्ञा_द्योतकः,13.1	N1	नाम_वाला	नाम_वाला
17.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	-	-	KP	है	है
18.1	.		.	-	-	-	-	FS	-	-
