anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,प्रहृष्ट-,प्रहृष्ट-मुदितः,प्रहृष्ट(प्र_हृष्2;क्त;दिवादिः),प्रहृष्ट(प्र_हृष्2;क्त;दिवादिः),"कर्मधारयः,1.2","कर्मधारयः,1.2"
1.2,मुदितः,--,मुदित{पुं;1;एक},मुदित{पुं;1;एक},"विशेषणम्,2.1","विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,6.2"
2.1,लोकः,लोकः,लोक{पुं;1;एक},लोक{पुं;1;एक},"कर्ता,11.1","कर्ता_बे_वेर्ब्स्,11.1"
3.1,तुष्टः,तुष्टः,तुष्{अव्य;तसिल्}/तुष्ट{पुं;1;एक(तुष्1;क्त;दिवादिः)},तुष्ट{पुं;1;एक(तुष्1;क्त;दिवादिः)},"समुच्चितः,10.4","विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#विशेषणम्,5.2#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.2#हेतुः5,6.2#हेतुः5,1.1#समुच्चितः,10.4"
4.1,पुष्टः,पुष्टः,पुष्ट{पुं;1;एक},पुष्ट{पुं;1;एक},"समुच्चितः,10.4","विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,6.2#समुच्चितः,3.1#समुच्चितः,10.4"
5.1,सु-,सु-धार्मिकः,सु,सु,"कर्मधारयः,5.2","कर्मधारयः,5.2"
5.2,धार्मिकः,--,धार्मिक{पुं;1;एक},धार्मिक{पुं;1;एक},"समुच्चितः,10.4","विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,6.2#समुच्चितः,3.1#समुच्चितः,10.4"
6.1,निर्-,निर्-आमयः,निर्,निर्,"बहुव्रीहिः,6.2","बहुव्रीहिः,6.2"
6.2,आमयः,--,आमय{पुं;1;एक},आमय{पुं;1;एक},"समुच्चितः,10.4","विधेय_विशेषणम्,5.3#विधेय_विशेषणम्,3.1#सुप्_समुच्चितः,3.1#कर्ता_बे_वेर्ब्स्,6.2#समुच्चितः,10.4"
7.1,हि,हि,हि{अव्य},हि{अव्य},"सम्बन्धः,11.1","सम्बन्धः,11.1"
8.1,अ-,अ-रोगः,अ,अ,"नञ्-तत्पुरुषः,8.2","नञ्-तत्पुरुषः,8.2"
8.2,रोगः,--,रोग{पुं;1;एक},रोग{पुं;1;एक},"समुच्चितः,10.4","विधेय_विशेषणम्,5.3#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.2#समुच्चितः,3.1#समुच्चितः,10.4"
9.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,10.4","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1#समुच्चय_द्योतकः,10.4"
10.1,दुर्-,दुर्-भिक्ष-भय-वर्जितः,दुर्,दुर्,"अव्ययीभावः,10.2","अव्ययीभावः,10.2"
10.2,भिक्ष-,--,भिक्ष,भिक्ष,"षष्ठी-तत्पुरुषः,10.3","षष्ठी-तत्पुरुषः,10.3"
10.3,भय-,--,भय,भय,"तृतीया-तत्पुरुषः,10.4","तृतीया-तत्पुरुषः,10.4"
10.4,वर्जितः,--,वर्जित{पुं;1;एक},वर्जित{पुं;1;एक},"विधेय_विशेषणम्,2.1","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.1#कर्ता_बे_वेर्ब्स्,6.2#विधेय_विशेषणम्,2.1"
11.1,(भविष्यति),(भविष्यति),भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः}/भविष्यत्{पुं;7;एक}/भविष्यत्{नपुं;7;एक},भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,3.1",-
12.1,.,.,-,-,-,-
