anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,मुने,मुने,मुनि{पुं;8;एक},मुनि{पुं;8;एक},"सम्बोध्यः,2.1","सम्बोध्यः,9.1#सम्बोध्यः,6.1#सम्बोध्यः,2.1"
2.1,वक्ष्यामि,वक्ष्यामि,वच्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;अदादिः}/वह्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;भ्वादिः}/ब्रू1{कर्तरि;लृट्;उ;एक;परस्मैपदी;अदादिः},वच्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,3.1;सकर्मक",-
3.1,अहम्,अहं,अस्मद्{सर्वनाम;1;एक},अस्मद्{सर्वनाम;1;एक},"कर्ता,2.1;कर्ता,4.1","कर्ता,2.1"
4.1,बुद्ध्वा,--,बुध्3{अव्य;क्त्वा;दिवादिः},बुध्3{अव्य;क्त्वा;दिवादिः},"पूर्वकालः,2.1","पूर्वकालः,9.1#पूर्वकालः,6.1#पूर्वकालः,2.1"
5.1,तैः,--,तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु},तद्{सर्वनाम;पुं;3;बहु},"सहार्थः,6.1","सहार्थः,6.1#कर्ता,6.1#करणम्,6.1#करणम्,2.1#हेतुः,9.1#हेतुः,6.1#हेतुः,4.1#हेतुः,2.1"
6.1,युक्तः,--,युज्{अव्य;तसिल्}/युक्त{पुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;1;एक(युज्2;क्त;रुधादिः)},युक्त{पुं;1;एक(युज्2;क्त;रुधादिः)},"विशेषणम्,7.1","विधेय_विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,3.1#वाक्यकर्म,2.1#कर्ता_बे_वेर्ब्स्,9.1#हेतुः5,9.1#हेतुः5,4.1#हेतुः5,2.1#अपादानम्,2.1"
7.1,नरः,--,नृ{पुं;1;बहु}/नर{पुं;1;एक}/नृ{पुं;8;बहु},नृ{पुं;1;बहु},"विधेय_विशेषणम्,8.1","सम्बोध्यः,9.1#सम्बोध्यः,6.1#सम्बोध्यः,2.1#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,9.1#विधेय_विशेषणम्,8.1"
8.1,(कः),--,किम्{सर्वनाम;पुं;1;एक},किम्{सर्वनाम;पुं;1;एक},"कर्ता,9.1","विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,9.1"
9.1,(अस्ति),--,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"वाक्यकर्म,2.1","वाक्यकर्म,2.1"
10.1,(इति),--,इति{अव्य},इति{अव्य},"वाक्यकर्म_द्योतकः,9.1","वाक्यकर्म_द्योतकः,9.1#वाक्यकर्म_द्योतकः,6.1"
11.1,.,-,-,-,-,-
