anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,4.1","विशेषणम्,6.1#विशेषणम्,4.1#कर्ता,2.1"
2.1,जगाम,जगाम,गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः},गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,4.1;सकर्मक",-
3.1,वनम्,वनं,वन{नपुं;1;एक}/वन{नपुं;2;एक},वन{नपुं;2;एक},"कर्म,2.1","कर्म,6.1#कर्म,2.1#कर्ता,2.1"
4.1,वीरः,वीरः,वीर{पुं;1;एक},वीर{पुं;1;एक},"कर्ता,2.1","विशेषणम्,6.1#विशेषणम्,1.1#कर्ता,2.1"
5.1,प्रतिज्ञाम्,प्रतिज्ञाम्,प्रतिज्ञा{स्त्री;2;एक},प्रतिज्ञा{स्त्री;2;एक},"कर्म,6.1","कर्म,6.1#कर्म,2.1"
6.1,अनुपालयन्,अनुपालयन्,अनुपालयत्{पुं;1;एक(अनु_पाल्1;शतृ_लट्;चुरादिः)},अनुपालयत्{पुं;1;एक(अनु_पाल्1;शतृ_लट्;चुरादिः)},"वर्तमानसमानकालः,2.1","वर्तमानसमानकालः,2.1#कर्ता,2.1"
7.1,पितुः,पितुः,पितृ{पुं;5;एक}/पितृ{पुं;6;एक},पितृ{पुं;6;एक},"षष्ठीसम्बन्धः,8.2","षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#सुप्_समुच्चितः,10.2#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1"
8.1,वचन-,वचन-निर्देशात्,वचन,वचन,"षष्ठी-तत्पुरुषः,8.2","षष्ठी-तत्पुरुषः,8.2"
8.2,निर्देशात्,--,निर्देश{पुं;5;एक}/निर्देश{नपुं;5;एक},निर्देश{पुं;5;एक},"हेतुः,2.1","विशेषणम्,10.2#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1#विशेषणम्,7.1"
9.1,कैकेय्याः,कैकेय्याः,कैकेयी{स्त्री;5;एक}/कैकेयी{स्त्री;6;एक},कैकेयी{स्त्री;6;एक},"षष्ठीसम्बन्धः,10.2","षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1"
10.1,प्रिय-,प्रिय-कारणात्,प्रिय,प्रिय,"कर्मधारयः,10.2","कर्मधारयः,10.2"
10.2,कारणात्,--,कारण{नपुं;5;एक}/कारण{पुं;5;एक},कारण{नपुं;5;एक},"हेतुः,2.1","विशेषणम्,8.2#विशेषणम्,7.1#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1"
11.1,.,-,-,-,-,-
