anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,रामः,रामः,रा1{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}/राम{पुं;1;एक},राम{पुं;1;एक},"कर्ता,7.1","कर्ता_बे_वेर्ब्स्,7.1"
2.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1"
3.1,परम-,परम-उदारः,परम,परम,"कर्मधारयः,3.2","कर्मधारयः,3.2"
3.2,उदारः,--,उत्_ऋ2{कर्तरि;लुङ्;म;एक;परस्मैपदी;जुहोत्यादिः}/उदार{पुं;1;एक(उत्_ऋ1;घञ्;भ्वादिः)}/उदार{पुं;1;एक(उत्_ऋ2;घञ्;जुहोत्यादिः)},उदार{पुं;1;एक(उत्_ऋ1;घञ्;भ्वादिः)},"समुच्चितः,5.3","विधेय_विशेषणम्,1.1#विशेषणम्,5.3#विशेषणम्,4.2#कर्ता_बे_वेर्ब्स्,7.1#सुप्_समुच्चितः,5.3"
4.1,सु-,सु-मुखः,सु,सु,"बहुव्रीहिः,4.2","बहुव्रीहिः,4.2"
4.2,मुखः,--,मुख{पुं;1;एक},मुख{पुं;1;एक},"समुच्चितः,5.3","विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#विशेषणम्,5.3#कर्ता_बे_वेर्ब्स्,7.1#सुप्_समुच्चितः,5.3"
5.1,सु-,सु-महा-यशाः,सु,सु,"बहुव्रीहिः,5.2","बहुव्रीहिः,5.2"
5.2,महा-,--,महत्,महत्,"कर्मधारयः,5.3","कर्मधारयः,5.3"
5.3,यशाः,--,यशस्{पुं;1;एक},यशस्{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,7.1"
6.1,(च),-,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.3","सुप्_समुच्चय_द्योतकः,5.3"
7.1,(आसीत्),(आसीत्),अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",-
8.1,.,.,-,-,-,-
